"Game Title";"Console";"Year";"Genre";"Game_Company";"Type";"Console_Company";"Console Release Year";"Console Disco Year";"Consoles sold (million)";"North America_Sales";"Europe_Sales";"Japan_Sales";"Global_Sales"
"Super Mario Bros.";"Gameboy";1999;"Platform";"Nintendo";"Handheld";"Nintendo";1989;2003;64.42;11.27;8.89;10.22;31.37
"Resident Evil";"PS";1996;"Action";"Virgin Interactive";"Home";"Sony";1994;2006;102.49;4.02;3.87;2.54;10.95
"Tony Hawk's Pro Skater";"PS";1999;"Sports";"Activision";"Home";"Sony";1994;2006;102.49;4.02;3.87;2.54;10.95
"Super Smash Bros. for Wii U and 3DS";"Nintendo WiiU";2014;"Fighting";"Nintendo";"Home";"Nintendo";2012;2017;13.56;3.13;2.07;1.27;6.96
"Warzone 2100";"PS";1999;"Strategy";"Eidos Interactive";"Home";"Sony";1994;2006;102.49;4.02;3.87;2.54;10.95
"Spyro the Dragon";"PS";1998;"Platform";"Sony Computer Entertainment";"Home";"Sony";1994;2006;102.49;4.02;3.87;2.54;10.95
"Link's Crossbow Training";"Nintendo Wii";2007;"Shooter";"Nintendo";"Home";"Nintendo";2006;2013;101.63;41.49;29.02;3.77;82.74
"Guitar Hero III: Legends of Rock";"PS2";2007;"Misc";"Activision";"Home";"Sony";2000;2013;155.0;9.43;0.4;0.41;20.81
"Fallout 3";"XBOX 360";2008;"Role-Playing";"Bethesda Softworks";"Home";"Microsoft";2005;2016;84.0;14.97;4.94;0.24;21.82
"Pokemon Mystery Dungeon: Explorers of Time/Explorers of Darkness";"Nintendo DS";2007;"Role-Playing";"Nintendo";"Handheld";"Nintendo";2004;2013;154.02;11.38;9.23;6.5;30.01
"Uncharted: Drake's Fortune";"PS3";2007;"Action";"Sony Computer Entertainment";"Home";"Sony";2006;2017;87.4;7.01;9.27;0.97;21.4
"Madden NFL 06";"PS2";2005;"Sports";"Electronic Arts";"Home";"Sony";2000;2013;155.0;9.43;0.4;0.41;20.81
"LEGO Star Wars: The Complete Saga";"Nintendo DS";2007;"Action";"LucasArts";"Handheld";"Nintendo";2004;2013;154.02;11.38;9.23;6.5;30.01
"Diddy Kong Racing";"Nintendo 64";1997;"Racing";"Nintendo";"Home";"Nintendo";1996;2002;32.93;6.91;2.85;1.91;11.89
"Monster Hunter Freedom 3";"PSP";2010;"Role-Playing";"Capcom";"Handheld";"Sony";2004;2014;82.0;2.9;2.83;0.24;7.72
"Dr. Mario";"Nintendo NES";1990;"Puzzle";"Nintendo";"Home";"Nintendo";1983;2003;61.91;29.08;3.58;6.81;40.24
"God of War III";"PS3";2010;"Action";"Sony Computer Entertainment";"Home";"Sony";2006;2017;87.4;7.01;9.27;0.97;21.4
"Assassin's Creed";"PS3";2007;"Adventure";"Ubisoft";"Home";"Sony";2006;2017;87.4;7.01;9.27;0.97;21.4
"FIFA 15";"PS3";2014;"Sports";"Electronic Arts";"Home";"Sony";2006;2017;87.4;7.01;9.27;0.97;21.4
"Crash Team Racing";"PS";1999;"Racing";"Sony Computer Entertainment";"Home";"Sony";1994;2006;102.49;4.02;3.87;2.54;10.95
"FIFA 17";"PS4";2016;"Sports";"Electronic Arts";"Home";"Sony";2013;0;117.2;5.77;5.81;0.35;14.24
"Batman: Arkham City";"XBOX 360";2011;"Action";"Warner Bros. Interactive Entertainment";"Home";"Microsoft";2005;2016;84.0;14.97;4.94;0.24;21.82
"Driver 2";"PS";2000;"Action";"Atari";"Home";"Sony";1994;2006;102.49;4.02;3.87;2.54;10.95
"The Simpsons: Hit & Run";"PS2";2003;"Racing";"Vivendi Games";"Home";"Sony";2000;2013;155.0;9.43;0.4;0.41;20.81
"Tony Hawk's Pro Skater 2";"PS";2000;"Sports";"Activision";"Home";"Sony";1994;2006;102.49;4.02;3.87;2.54;10.95
"Animal Crossing: City Folk";"Nintendo Wii";2008;"Simulation";"Nintendo";"Home";"Nintendo";2006;2013;101.63;41.49;29.02;3.77;82.74
"The Lord of the Rings: The Two Towers";"PS2";2002;"Action";"Electronic Arts";"Home";"Sony";2000;2013;155.0;9.43;0.4;0.41;20.81
"Forza Motorsport 4";"XBOX 360";2011;"Racing";"Microsoft Game Studios";"Home";"Microsoft";2005;2016;84.0;14.97;4.94;0.24;21.82
"Tomb Raider";"PS";1996;"Action";"Eidos Interactive";"Home";"Sony";1994;2006;102.49;4.02;3.87;2.54;10.95
"Guitar Hero III: Legends of Rock";"Nintendo Wii";2007;"Misc";"Activision";"Home";"Nintendo";2006;2013;101.63;41.49;29.02;3.77;82.74
"The Legend of Zelda: A Link to the Past";"Super Nintendo";1991;"Action";"Nintendo";"Home";"Nintendo";1990;2003;49.1;12.78;3.75;3.54;20.61
"The Legend of Zelda: The Wind Waker";"Nintendo GameCube";2002;"Action";"Nintendo";"Home";"Nintendo";2001;2007;21.74;4.41;1.04;1.39;7.07
"Mario & Sonic at the Olympic Winter Games";"Nintendo Wii";2009;"Sports";"Sega";"Home";"Nintendo";2006;2013;101.63;41.49;29.02;3.77;82.74
"Luigi's Mansion: Dark Moon";"Nintendo 3DS";2013;"Action";"Nintendo";"Handheld";"Nintendo";2011;2020;75.94;5.17;4.05;4.34;14.35
"Splatoon";"Nintendo WiiU";2015;"Shooter";"Nintendo";"Home";"Nintendo";2012;2017;13.56;3.13;2.07;1.27;6.96
"The Last of Us";"PS4";2014;"Action";"Sony Computer Entertainment";"Home";"Sony";2013;0;117.2;5.77;5.81;0.35;14.24
"Guitar Hero III: Legends of Rock";"XBOX 360";2007;"Misc";"Activision";"Home";"Microsoft";2005;2016;84.0;14.97;4.94;0.24;21.82
"Madden NFL 2005";"PS2";2004;"Sports";"Electronic Arts";"Home";"Sony";2000;2013;155.0;9.43;0.4;0.41;20.81
"Pitfall!";"Atari 2600";1981;"Platform";"Activision";"Home";"Atari";1977;1992;30.0;7.28;0.45;0.0;7.81
"Madden NFL 07";"PS2";2006;"Sports";"Electronic Arts";"Home";"Sony";2000;2013;155.0;9.43;0.4;0.41;20.81
"Spider-Man: The Movie";"PS2";2002;"Action";"Activision";"Home";"Sony";2000;2013;155.0;9.43;0.4;0.41;20.81
"Dragon Quest VII: Warriors of Eden";"PS";2000;"Role-Playing";"Enix Corporation";"Home";"Sony";1994;2006;102.49;4.02;3.87;2.54;10.95
"Uncharted: The Nathan Drake Collection";"PS4";2015;"Action";"Sony Computer Entertainment";"Home";"Sony";2013;0;117.2;5.77;5.81;0.35;14.24
"Call of Duty: Advanced Warfare";"PS3";2014;"Shooter";"Activision";"Home";"Sony";2006;2017;87.4;7.01;9.27;0.97;21.4
"God of War";"PS2";2005;"Action";"Sony Computer Entertainment";"Home";"Sony";2000;2013;155.0;9.43;0.4;0.41;20.81
"Nintendo Land";"Nintendo WiiU";2012;"Misc";"Nintendo";"Home";"Nintendo";2012;2017;13.56;3.13;2.07;1.27;6.96
"Michael Jackson: The Experience";"Nintendo Wii";2010;"Misc";"Ubisoft";"Home";"Nintendo";2006;2013;101.63;41.49;29.02;3.77;82.74
"Tony Hawk's Pro Skater 3";"PS2";2001;"Sports";"Activision";"Home";"Sony";2000;2013;155.0;9.43;0.4;0.41;20.81
"Winning Eleven: Pro Evolution Soccer 2007";"PS2";2006;"Sports";"Konami Digital Entertainment";"Home";"Sony";2000;2013;155.0;9.43;0.4;0.41;20.81
"The Elder Scrolls IV: Oblivion";"XBOX 360";2006;"Role-Playing";"Take-Two Interactive";"Home";"Microsoft";2005;2016;84.0;14.97;4.94;0.24;21.82
"Zelda II: The Adventure of Link";"Nintendo NES";1987;"Adventure";"Nintendo";"Home";"Nintendo";1983;2003;61.91;29.08;3.58;6.81;40.24
"Need for Speed: Most Wanted";"PS2";2005;"Racing";"Electronic Arts";"Home";"Sony";2000;2013;155.0;9.43;0.4;0.41;20.81
"Resistance: Fall of Man";"PS3";2006;"Shooter";"Sony Computer Entertainment";"Home";"Sony";2006;2017;87.4;7.01;9.27;0.97;21.4
"Sonic the Hedgehog";"Sega Genesis";1991;"Platform";"Sega";"Home";"Sega";1988;1997;30.75;4.47;1.2;0.16;6.03
"Kingdom Hearts II";"PS2";2005;"Role-Playing";"Square Enix";"Home";"Sony";2000;2013;155.0;9.43;0.4;0.41;20.81
"FIFA 14";"XBOX 360";2013;"Sports";"Electronic Arts";"Home";"Microsoft";2005;2016;84.0;14.97;4.94;0.24;21.82
"Call of Duty: Advanced Warfare";"XBOX 360";2014;"Shooter";"Activision";"Home";"Microsoft";2005;2016;84.0;14.97;4.94;0.24;21.82
"Asteroids";"Atari 2600";1980;"Shooter";"Atari";"Home";"Atari";1977;1992;30.0;7.28;0.45;0.0;7.81
"Fable II";"XBOX 360";2008;"Role-Playing";"Microsoft Game Studios";"Home";"Microsoft";2005;2016;84.0;14.97;4.94;0.24;21.82
"Halo 5: Guardians";"XBOX One";2015;"Shooter";"Microsoft Game Studios";"Home";"Microsoft";2013;2020;58.5;4.52;2.09;0.01;7.3
"Super Mario 3D World";"Nintendo WiiU";2013;"Platform";"Nintendo";"Home";"Nintendo";2012;2017;13.56;3.13;2.07;1.27;6.96
"Batman: Arkham Asylum";"PS3";2009;"Action";"Eidos Interactive";"Home";"Sony";2006;2017;87.4;7.01;9.27;0.97;21.4
"Assassin's Creed: Revelations";"PS3";2011;"Action";"Ubisoft";"Home";"Sony";2006;2017;87.4;7.01;9.27;0.97;21.4
"Metal Gear Solid 3: Snake Eater";"PS2";2004;"Action";"Konami Digital Entertainment";"Home";"Sony";2000;2013;155.0;9.43;0.4;0.41;20.81
"Daxter";"PSP";2006;"Platform";"Sony Computer Entertainment";"Handheld";"Sony";2004;2014;82.0;2.9;2.83;0.24;7.72
"The Legend of Zelda: Ocarina of Time";"Nintendo 3DS";2011;"Action";"Nintendo";"Handheld";"Nintendo";2011;2020;75.94;5.17;4.05;4.34;14.35
"FIFA Soccer 06";"PS2";2005;"Sports";"Electronic Arts";"Home";"Sony";2000;2013;155.0;9.43;0.4;0.41;20.81
"EyeToy Play";"PS2";2003;"Misc";"Sony Computer Entertainment";"Home";"Sony";2000;2013;155.0;9.43;0.4;0.41;20.81
"Uncharted 4: A Thief's End";"PS4";2016;"Shooter";"Sony Computer Entertainment";"Home";"Sony";2013;0;117.2;5.77;5.81;0.35;14.24
"Gran Turismo 5 Prologue";"PS3";2007;"Racing";"Sony Computer Entertainment";"Home";"Sony";2006;2017;87.4;7.01;9.27;0.97;21.4
"Assassin's Creed: Revelations";"XBOX 360";2011;"Action";"Ubisoft";"Home";"Microsoft";2005;2016;84.0;14.97;4.94;0.24;21.82
"Street Fighter IV";"PS3";2009;"Fighting";"Capcom";"Home";"Sony";2006;2017;87.4;7.01;9.27;0.97;21.4
"FIFA 12";"XBOX 360";2011;"Sports";"Electronic Arts";"Home";"Microsoft";2005;2016;84.0;14.97;4.94;0.24;21.82
"Teenage Mutant Ninja Turtles";"Nintendo NES";1989;"Action";"Palcom";"Home";"Nintendo";1983;2003;61.91;29.08;3.58;6.81;40.24
"Excitebike";"Nintendo NES";1984;"Racing";"Nintendo";"Home";"Nintendo";1983;2003;61.91;29.08;3.58;6.81;40.24
"Frogger";"PS";1997;"Action";"Hasbro Interactive";"Home";"Sony";1994;2006;102.49;4.02;3.87;2.54;10.95
"Madden NFL 2003";"PS2";2002;"Sports";"Electronic Arts";"Home";"Sony";2000;2013;155.0;9.43;0.4;0.41;20.81
"Watch Dogs";"PS4";2014;"Action";"Ubisoft";"Home";"Sony";2013;0;117.2;5.77;5.81;0.35;14.24
"Super Mario World 2: Yoshi's Island";"Super Nintendo";1995;"Platform";"Nintendo";"Home";"Nintendo";1990;2003;49.1;12.78;3.75;3.54;20.61
"FIFA Soccer 07";"PS2";2006;"Sports";"Electronic Arts";"Home";"Sony";2000;2013;155.0;9.43;0.4;0.41;20.81
"The Legend of Zelda: Skyward Sword";"Nintendo Wii";2011;"Action";"Nintendo";"Home";"Nintendo";2006;2013;101.63;41.49;29.02;3.77;82.74
"Street Fighter II Turbo";"Super Nintendo";1992;"Fighting";"Capcom";"Home";"Nintendo";1990;2003;49.1;12.78;3.75;3.54;20.61
"Carnival Games";"Nintendo Wii";2007;"Misc";"Take-Two Interactive";"Home";"Nintendo";2006;2013;101.63;41.49;29.02;3.77;82.74
"Fallout 4";"XBOX One";2015;"Role-Playing";"Bethesda Softworks";"Home";"Microsoft";2013;2020;58.5;4.52;2.09;0.01;7.3
"Fallout: New Vegas";"XBOX 360";2010;"Role-Playing";"Bethesda Softworks";"Home";"Microsoft";2005;2016;84.0;14.97;4.94;0.24;21.82
"God of War II";"PS2";2007;"Action";"Sony Computer Entertainment";"Home";"Sony";2000;2013;155.0;9.43;0.4;0.41;20.81
"Forza Motorsport 2";"XBOX 360";2007;"Racing";"Microsoft Game Studios";"Home";"Microsoft";2005;2016;84.0;14.97;4.94;0.24;21.82
"World Soccer Winning Eleven 9";"PS2";2005;"Sports";"Konami Digital Entertainment";"Home";"Sony";2000;2013;155.0;9.43;0.4;0.41;20.81
"Namco Museum Vol.3";"PS";1996;"Misc";"Sony Computer Entertainment";"Home";"Sony";1994;2006;102.49;4.02;3.87;2.54;10.95
"Tekken Tag Tournament";"PS2";2000;"Fighting";"Namco Bandai Games";"Home";"Sony";2000;2013;155.0;9.43;0.4;0.41;20.81
"Far Cry 4";"PS4";2014;"Shooter";"Ubisoft";"Home";"Sony";2013;0;117.2;5.77;5.81;0.35;14.24
"Star Fox 64";"Nintendo 64";1997;"Shooter";"Nintendo";"Home";"Nintendo";1996;2002;32.93;6.91;2.85;1.91;11.89
"Minecraft";"PS4";2014;"Misc";"Sony Computer Entertainment Europe";"Home";"Sony";2013;0;117.2;5.77;5.81;0.35;14.24
"Golf";"Nintendo NES";1984;"Sports";"Nintendo";"Home";"Nintendo";1983;2003;61.91;29.08;3.58;6.81;40.24
"Fallout 3";"PS3";2008;"Role-Playing";"Bethesda Softworks";"Home";"Sony";2006;2017;87.4;7.01;9.27;0.97;21.4
"Professor Layton and the Diabolical Box";"Nintendo DS";2007;"Puzzle";"Nintendo";"Handheld";"Nintendo";2004;2013;154.02;11.38;9.23;6.5;30.01
"Left 4 Dead 2";"XBOX 360";2009;"Shooter";"Electronic Arts";"Home";"Microsoft";2005;2016;84.0;14.97;4.94;0.24;21.82
"Namco Museum: 50th Anniversary";"PS2";2005;"Misc";"Namco Bandai Games";"Home";"Sony";2000;2013;155.0;9.43;0.4;0.41;20.81
"EA Sports Active";"Nintendo Wii";2009;"Sports";"Electronic Arts";"Home";"Nintendo";2006;2013;101.63;41.49;29.02;3.77;82.74
"Assassin's Creed: Unity";"PS4";2014;"Action";"Ubisoft";"Home";"Sony";2013;0;117.2;5.77;5.81;0.35;14.24
"Donkey Kong Land";"Gameboy";1994;"Platform";"Nintendo";"Handheld";"Nintendo";1989;2003;64.42;11.27;8.89;10.22;31.37
"Tony Hawk's Underground";"PS2";2003;"Sports";"Activision";"Home";"Sony";2000;2013;155.0;9.43;0.4;0.41;20.81
"Assassin's Creed IV: Black Flag";"PS3";2013;"Action";"Ubisoft";"Home";"Sony";2006;2017;87.4;7.01;9.27;0.97;21.4
"Monster Hunter 4 Ultimate";"Nintendo 3DS";2014;"Role-Playing";"Nintendo";"Handheld";"Nintendo";2011;2020;75.94;5.17;4.05;4.34;14.35
"MotorStorm";"PS3";2006;"Racing";"Sony Computer Entertainment";"Home";"Sony";2006;2017;87.4;7.01;9.27;0.97;21.4
"Tekken 5";"PS2";2005;"Fighting";"Namco Bandai Games";"Home";"Sony";2000;2013;155.0;9.43;0.4;0.41;20.81
"Dragon Warrior III";"Nintendo NES";1988;"Role-Playing";"Enix Corporation";"Home";"Nintendo";1983;2003;61.91;29.08;3.58;6.81;40.24
"Sports Champions";"PS3";2010;"Sports";"Sony Computer Entertainment";"Home";"Sony";2006;2017;87.4;7.01;9.27;0.97;21.4
"NBA 2K16";"PS4";2015;"Sports";"Take-Two Interactive";"Home";"Sony";2013;0;117.2;5.77;5.81;0.35;14.24
"World Soccer Winning Eleven 8 International";"PS2";2004;"Sports";"Konami Digital Entertainment";"Home";"Sony";2000;2013;155.0;9.43;0.4;0.41;20.81
"Flash Focus: Vision Training in Minutes a Day";"Nintendo DS";2007;"Misc";"Nintendo";"Handheld";"Nintendo";2004;2013;154.02;11.38;9.23;6.5;30.01
"Namco Museum Vol.1";"PS";1995;"Misc";"Sony Computer Entertainment";"Home";"Sony";1994;2006;102.49;4.02;3.87;2.54;10.95
"The Legend of Zelda: Link's Awakening";"Gameboy";1992;"Action";"Nintendo";"Handheld";"Nintendo";1989;2003;64.42;11.27;8.89;10.22;31.37
"Mario & Luigi: Bowser's Inside Story";"Nintendo DS";2009;"Role-Playing";"Nintendo";"Handheld";"Nintendo";2004;2013;154.02;11.38;9.23;6.5;30.01
"Big Brain Academy: Wii Degree";"Nintendo Wii";2007;"Misc";"Nintendo";"Home";"Nintendo";2006;2013;101.63;41.49;29.02;3.77;82.74
"Nintendogs + cats";"Nintendo 3DS";2011;"Simulation";"Nintendo";"Handheld";"Nintendo";2011;2020;75.94;5.17;4.05;4.34;14.35
"Batman: Arkham Knight";"PS4";2015;"Action";"Warner Bros. Interactive Entertainment";"Home";"Sony";2013;0;117.2;5.77;5.81;0.35;14.24
"Mario & Sonic at the London 2012 Olympic Games";"Nintendo Wii";2011;"Sports";"Sega";"Home";"Nintendo";2006;2013;101.63;41.49;29.02;3.77;82.74
"LEGO Indiana Jones: The Original Adventures";"XBOX 360";2008;"Action";"Activision";"Home";"Microsoft";2005;2016;84.0;14.97;4.94;0.24;21.82
"Resident Evil Director's Cut";"PS";1996;"Action";"Virgin Interactive";"Home";"Sony";1994;2006;102.49;4.02;3.87;2.54;10.95
"Ratchet & Clank: Size Matters";"PSP";2007;"Platform";"Sony Computer Entertainment";"Handheld";"Sony";2004;2014;82.0;2.9;2.83;0.24;7.72
"Just Dance 2014";"Nintendo Wii";2013;"Misc";"Ubisoft";"Home";"Nintendo";2006;2013;101.63;41.49;29.02;3.77;82.74
"Super Paper Mario";"Nintendo Wii";2007;"Platform";"Nintendo";"Home";"Nintendo";2006;2013;101.63;41.49;29.02;3.77;82.74
"Harry Potter and the Sorcerer's Stone";"PS";2001;"Action";"Electronic Arts";"Home";"Sony";1994;2006;102.49;4.02;3.87;2.54;10.95
"The Witcher 3: Wild Hunt";"PS4";2015;"Role-Playing";"Namco Bandai Games";"Home";"Sony";2013;0;117.2;5.77;5.81;0.35;14.24
"Resident Evil 3: Nemesis";"PS";1999;"Action";"Eidos Interactive";"Home";"Sony";1994;2006;102.49;4.02;3.87;2.54;10.95
"Spyro: Year of the Dragon";"PS";2000;"Platform";"Sony Computer Entertainment";"Home";"Sony";1994;2006;102.49;4.02;3.87;2.54;10.95
"FIFA Soccer 2005";"PS2";2004;"Sports";"Electronic Arts";"Home";"Sony";2000;2013;155.0;9.43;0.4;0.41;20.81
"Pokémon Trading Card Game";"Gameboy";1998;"Strategy";"Nintendo";"Handheld";"Nintendo";1989;2003;64.42;11.27;8.89;10.22;31.37
"Battlefield 4";"PS3";2013;"Shooter";"Electronic Arts";"Home";"Sony";2006;2017;87.4;7.01;9.27;0.97;21.4
"MySims";"Nintendo DS";2007;"Simulation";"Electronic Arts";"Handheld";"Nintendo";2004;2013;154.02;11.38;9.23;6.5;30.01
"Friend Collection";"Nintendo DS";2009;"Misc";"Nintendo";"Handheld";"Nintendo";2004;2013;154.02;11.38;9.23;6.5;30.01
"Tony Hawk's Pro Skater 4";"PS2";2002;"Sports";"Activision";"Home";"Sony";2000;2013;155.0;9.43;0.4;0.41;20.81
"Midnight Club 3: DUB Edition";"PSP";2005;"Racing";"Take-Two Interactive";"Handheld";"Sony";2004;2014;82.0;2.9;2.83;0.24;7.72
"Banjo-Kazooie";"Nintendo 64";1998;"Platform";"Nintendo";"Home";"Nintendo";1996;2002;32.93;6.91;2.85;1.91;11.89
"SOCOM: U.S. Navy SEALs";"PS2";2002;"Shooter";"Sony Computer Entertainment";"Home";"Sony";2000;2013;155.0;9.43;0.4;0.41;20.81
"Guitar Hero: World Tour";"Nintendo Wii";2008;"Misc";"Activision";"Home";"Nintendo";2006;2013;101.63;41.49;29.02;3.77;82.74
"Gran Turismo 6";"PS3";2013;"Racing";"Sony Computer Entertainment";"Home";"Sony";2006;2017;87.4;7.01;9.27;0.97;21.4
"Jak and Daxter: The Precursor Legacy";"PS2";2001;"Platform";"Sony Computer Entertainment";"Home";"Sony";2000;2013;155.0;9.43;0.4;0.41;20.81
"Pokemon Snap";"Nintendo 64";1999;"Simulation";"Nintendo";"Home";"Nintendo";1996;2002;32.93;6.91;2.85;1.91;11.89
"FIFA Soccer 10";"PS3";2009;"Sports";"Electronic Arts";"Home";"Sony";2006;2017;87.4;7.01;9.27;0.97;21.4
"Pro Evolution Soccer 2008";"PS2";2007;"Sports";"Konami Digital Entertainment";"Home";"Sony";2000;2013;155.0;9.43;0.4;0.41;20.81
"Call of Duty: Ghosts";"PS4";2013;"Shooter";"Activision";"Home";"Sony";2013;0;117.2;5.77;5.81;0.35;14.24
"Resident Evil 4";"PS2";2005;"Action";"Capcom";"Home";"Sony";2000;2013;155.0;9.43;0.4;0.41;20.81
"Tom Clancy's The Division";"PS4";2016;"Shooter";"Ubisoft";"Home";"Sony";2013;0;117.2;5.77;5.81;0.35;14.24
"Star Wars: Battlefront";"PS2";2004;"Shooter";"LucasArts";"Home";"Sony";2000;2013;155.0;9.43;0.4;0.41;20.81
"The Simpsons: Road Rage";"PS2";2001;"Racing";"Electronic Arts";"Home";"Sony";2000;2013;155.0;9.43;0.4;0.41;20.81
"Cooking Mama 2: Dinner With Friends";"Nintendo DS";2007;"Simulation";"505 Games";"Handheld";"Nintendo";2004;2013;154.02;11.38;9.23;6.5;30.01
"Luigi's Mansion";"Nintendo GameCube";2001;"Action";"Nintendo";"Home";"Nintendo";2001;2007;21.74;4.41;1.04;1.39;7.07
"Star Wars: Battlefront II";"PS2";2005;"Shooter";"LucasArts";"Home";"Sony";2000;2013;155.0;9.43;0.4;0.41;20.81
"WWF SmackDown!";"PS";2000;"Fighting";"THQ";"Home";"Sony";1994;2006;102.49;4.02;3.87;2.54;10.95
"Croc: Legend of the Gobbos";"PS";1997;"Platform";"Fox Interactive";"Home";"Sony";1994;2006;102.49;4.02;3.87;2.54;10.95
"Grand Theft Auto: Liberty City Stories";"PS2";2006;"Action";"Take-Two Interactive";"Home";"Sony";2000;2013;155.0;9.43;0.4;0.41;20.81
"The Getaway";"PS2";2002;"Action";"Sony Computer Entertainment";"Home";"Sony";2000;2013;155.0;9.43;0.4;0.41;20.81
"Tomb Raider III: Adventures of Lara Croft";"PS";1997;"Action";"Eidos Interactive";"Home";"Sony";1994;2006;102.49;4.02;3.87;2.54;10.95
"James Bond 007: Agent Under Fire";"PS2";2001;"Shooter";"Electronic Arts";"Home";"Sony";2000;2013;155.0;9.43;0.4;0.41;20.81
"LEGO Star Wars: The Video Game";"PS2";2005;"Action";"Eidos Interactive";"Home";"Sony";2000;2013;155.0;9.43;0.4;0.41;20.81
"Battlefield 4";"XBOX 360";2013;"Shooter";"Electronic Arts";"Home";"Microsoft";2005;2016;84.0;14.97;4.94;0.24;21.82
"FIFA Soccer 11";"XBOX 360";2010;"Sports";"Electronic Arts";"Home";"Microsoft";2005;2016;84.0;14.97;4.94;0.24;21.82
"Rugrats in Paris: The Movie";"PS";2000;"Action";"THQ";"Home";"Sony";1994;2006;102.49;4.02;3.87;2.54;10.95
"Spyro 2: Ripto's Rage!";"PS";1999;"Platform";"Sony Computer Entertainment";"Home";"Sony";1994;2006;102.49;4.02;3.87;2.54;10.95
"Left 4 Dead";"XBOX 360";2008;"Shooter";"Electronic Arts";"Home";"Microsoft";2005;2016;84.0;14.97;4.94;0.24;21.82
"Mario & Sonic at the Olympic Winter Games";"Nintendo DS";2009;"Sports";"Sega";"Handheld";"Nintendo";2004;2013;154.02;11.38;9.23;6.5;30.01
"Resident Evil 5";"XBOX 360";2009;"Action";"Capcom";"Home";"Microsoft";2005;2016;84.0;14.97;4.94;0.24;21.82
"Donkey Kong Country 3: Dixie Kong's Double Trouble!";"Super Nintendo";1996;"Platform";"Nintendo";"Home";"Nintendo";1990;2003;49.1;12.78;3.75;3.54;20.61
"Assassin's Creed: Brotherhood";"XBOX 360";2010;"Action";"Ubisoft";"Home";"Microsoft";2005;2016;84.0;14.97;4.94;0.24;21.82
"Kung Fu";"Nintendo NES";1985;"Action";"Nintendo";"Home";"Nintendo";1983;2003;61.91;29.08;3.58;6.81;40.24
"Batman: Arkham Asylum";"XBOX 360";2009;"Action";"Eidos Interactive";"Home";"Microsoft";2005;2016;84.0;14.97;4.94;0.24;21.82
"Clubhouse Games";"Nintendo DS";2006;"Misc";"Nintendo";"Handheld";"Nintendo";2004;2013;154.02;11.38;9.23;6.5;30.01
"Star Wars Battlefront (2015)";"XBOX One";2015;"Shooter";"Electronic Arts";"Home";"Microsoft";2013;2020;58.5;4.52;2.09;0.01;7.3
"Battlefield: Bad Company 2";"XBOX 360";2010;"Shooter";"Electronic Arts";"Home";"Microsoft";2005;2016;84.0;14.97;4.94;0.24;21.82
"Guitar Hero: On Tour";"Nintendo DS";2008;"Misc";"Activision";"Handheld";"Nintendo";2004;2013;154.02;11.38;9.23;6.5;30.01
"Assassin's Creed: Unity";"XBOX One";2014;"Action";"Ubisoft";"Home";"Microsoft";2013;2020;58.5;4.52;2.09;0.01;7.3
"Far Cry 3";"PS3";2012;"Shooter";"Ubisoft";"Home";"Sony";2006;2017;87.4;7.01;9.27;0.97;21.4
"Monster Hunter 4";"Nintendo 3DS";2013;"Role-Playing";"Capcom";"Handheld";"Nintendo";2011;2020;75.94;5.17;4.05;4.34;14.35
"Borderlands";"XBOX 360";2009;"Shooter";"Take-Two Interactive";"Home";"Microsoft";2005;2016;84.0;14.97;4.94;0.24;21.82
"Tekken 4";"PS2";2002;"Fighting";"Namco Bandai Games";"Home";"Sony";2000;2013;155.0;9.43;0.4;0.41;20.81
"Battlefield 4";"PS4";2013;"Shooter";"Electronic Arts";"Home";"Sony";2013;0;117.2;5.77;5.81;0.35;14.24
"LittleBigPlanet 2";"PS3";2011;"Platform";"Sony Computer Entertainment";"Home";"Sony";2006;2017;87.4;7.01;9.27;0.97;21.4
"Grand Theft Auto 2";"PS";1998;"Action";"Take-Two Interactive";"Home";"Sony";1994;2006;102.49;4.02;3.87;2.54;10.95
"Final Fantasy III";"Super Nintendo";1994;"Role-Playing";"SquareSoft";"Home";"Nintendo";1990;2003;49.1;12.78;3.75;3.54;20.61
"Spider-Man 2";"PS2";2004;"Action";"Activision";"Home";"Sony";2000;2013;155.0;9.43;0.4;0.41;20.81
"F-1 Race";"Gameboy";1990;"Racing";"Nintendo";"Handheld";"Nintendo";1989;2003;64.42;11.27;8.89;10.22;31.37
"FIFA Soccer 2003";"PS2";2002;"Sports";"Electronic Arts";"Home";"Sony";2000;2013;155.0;9.43;0.4;0.41;20.81
"Crash Bash";"PS";2000;"Misc";"Sony Computer Entertainment";"Home";"Sony";1994;2006;102.49;4.02;3.87;2.54;10.95
"LEGO Batman: The Videogame";"XBOX 360";2008;"Action";"Warner Bros. Interactive Entertainment";"Home";"Microsoft";2005;2016;84.0;14.97;4.94;0.24;21.82
"Metal Gear Solid V: The Phantom Pain";"PS4";2015;"Action";"Konami Digital Entertainment";"Home";"Sony";2013;0;117.2;5.77;5.81;0.35;14.24
